Sample ID,Site,Region,Date,Data Set,Year,Month,Season,Haul,Alewife,American Eel,Atlantic Menhaden,Atlantic Silverside,Atlantic Spadefish,Bay Anchovy,Black Sea Bass,Bluefish,Chain Pipefish,Croaker,Dusky Pipefish,Feather Blenny,Fourspine Stickleback,Florida Pompano,Gag Grouper,Gray Snapper,Harvestfish,Hogchoker,Inland Silverside,Inshore Lizardfish,Kingfish,Lined Seahorse,Mummichog,Naked Goby,Northern Pipefish,Northern Puffer,Northern Searobin,Northern Stargazer,Oyster Toadfish,Pigfish,Pinfish,Rainwater Killifish,Red Drum,Sheepshead Minnow,Silver Perch,Skilletfish,Southern Stingray,Speckled Trout,Spot,Spotfin Butterflyfish,Spotted Hake,Striped Bass,Striped Blenny,Striped Burrfish,Striped Killifish,Summer Flounder,Tautog,Weakfish,Winter Flounder
191,Browns Bay,Mobjack Bay,4/6/10,Pres,2010,April,Spring,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,Browns Bay,Mobjack Bay,4/6/10,Pres,2010,April,Spring,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
199,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
200,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
201,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
202,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
203,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
204,Browns Bay,Mobjack Bay,5/4/10,Pres,2010,May,Spring,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
222,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
223,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,2,0,0,0,2,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,1,0,0,0
224,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
225,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
226,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,5,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
227,Browns Bay,Mobjack Bay,5/19/10,Pres,2010,May,Summer,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
234,Browns Bay,Mobjack Bay,6/2/10,Pres,2010,June,Summer,1,0,0,0,4,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
235,Browns Bay,Mobjack Bay,6/2/10,Pres,2010,June,Summer,2,0,0,0,28,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
236,Browns Bay,Mobjack Bay,6/2/10,Pres,2010,June,Summer,3,0,0,0,10,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,0
237,Browns Bay,Mobjack Bay,6/2/10,Pres,2010,June,Summer,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
259,Browns Bay,Mobjack Bay,6/21/10,Pres,2010,June,Summer,1,0,0,0,23,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0
260,Browns Bay,Mobjack Bay,6/21/10,Pres,2010,June,Summer,2,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0
261,Browns Bay,Mobjack Bay,6/21/10,Pres,2010,June,Summer,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
262,Browns Bay,Mobjack Bay,6/21/10,Pres,2010,June,Summer,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
269,Browns Bay,Mobjack Bay,7/6/10,Pres,2010,July,Summer,1,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Browns Bay,Mobjack Bay,7/6/10,Pres,2010,July,Summer,2,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,1,0,0,0,0,0,0
271,Browns Bay,Mobjack Bay,7/6/10,Pres,2010,July,Summer,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,202,0,0,0,4,0,0,0,1,0,0,0,0,0,0
272,Browns Bay,Mobjack Bay,7/6/10,Pres,2010,July,Summer,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,259,0,0,1,38,0,0,0,0,0,0,0,0,0,0
277,Browns Bay,Mobjack Bay,7/20/10,Pres,2010,July,Summer,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0
278,Browns Bay,Mobjack Bay,7/20/10,Pres,2010,July,Summer,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,Browns Bay,Mobjack Bay,7/20/10,Pres,2010,July,Summer,3,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Browns Bay,Mobjack Bay,7/20/10,Pres,2010,July,Summer,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0
293,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,3,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
294,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,2,0,0,0,0,0
295,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0
296,Browns Bay,Mobjack Bay,8/10/10,Pres,2010,August,Summer,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,52,0,0,0,2,0,0,0,0,1,0,0,0,0,0
303,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0
305,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0
306,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,4,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,66,0,0,0,26,0,0,0,0,0,0,0,0,0,0
307,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42,0,0,0,20,0,0,0,0,0,0,0,0,0,0
308,Browns Bay,Mobjack Bay,8/16/10,Pres,2010,August,Summer,6,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,13,0,0,0,0,0,0,0,0,0,0
326,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19,0,0,0,39,0,0,0,0,0,0,0,0,1,0
327,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,2,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,1,2,0,0,1,0,0,0,0,0,7,0,0,0,26,0,0,0,1,0,0,1,0,0,0
328,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,3,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,1,0,0,0
329,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,4,0,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,8,1,0,0,25,0,0,0,0,0,0,0,0,0,0
330,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,1,0,0,0
331,Browns Bay,Mobjack Bay,8/25/10,Pres,2010,August,Summer,6,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0
338,Browns Bay,Mobjack Bay,9/20/10,Pres,2010,September,Fall,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,3,0,0,0,0,0,0
339,Browns Bay,Mobjack Bay,9/20/10,Pres,2010,September,Fall,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
340,Browns Bay,Mobjack Bay,9/20/10,Pres,2010,September,Fall,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
341,Browns Bay,Mobjack Bay,9/20/10,Pres,2010,September,Fall,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
342,Browns Bay,Mobjack Bay,9/20/10,Pres,2010,September,Fall,5,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0
357,Browns Bay,Mobjack Bay,10/6/10,Pres,2010,October,Fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
358,Browns Bay,Mobjack Bay,10/6/10,Pres,2010,October,Fall,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
359,Browns Bay,Mobjack Bay,10/6/10,Pres,2010,October,Fall,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
360,Browns Bay,Mobjack Bay,10/6/10,Pres,2010,October,Fall,4,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Browns Bay,Mobjack Bay,10/6/10,Pres,2010,October,Fall,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
366,Browns Bay,Mobjack Bay,10/28/10,Pres,2010,October,Fall,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,Browns Bay,Mobjack Bay,10/28/10,Pres,2010,October,Fall,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Browns Bay,Mobjack Bay,10/28/10,Pres,2010,October,Fall,3,0,0,0,3,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Browns Bay,Mobjack Bay,10/28/10,Pres,2010,October,Fall,4,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0
395,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,3,0,0,0,0,0,0,0
396,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,0,0,0
397,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,1,0,0,0,0,0,0,0
410,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
412,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,3,0,0,0,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,0,0,1,0,0,58,0,0,4,5,0,0,0,0,0,0,0,0,0,0
413,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
414,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
